param,value,unit,comment
dIIIl,90.00001055558012,deg,CAM delta angle (IIIl representation)
eIIIl,69.67374341927552,deg,CAM epsilon angle (IIIl representation)
gIIIl,90.00000174898277,deg,CAM gamma angle (IIIl representation)
bIIIl,86.3282570906191,deg,CAM beta angle (IIIl representation)
C0,12.0,amu,"0.17314355,0.41731811,-0.00000098"
C1,13.00335483534,amu,"-1.23930495,-0.10441717,-0.00000130"
O2,15.99491461926,amu,"1.16158074,-0.28339502,0.00000170"
H3,1.007825031898,amu,"0.26931271,1.52073462,-0.00000442"
H4,1.007825031898,amu,"-1.24135823,-1.19288945,-0.00017583"
H5,1.007825031898,amu,"-1.76728513,0.27392653,0.87951334"
H6,1.007825031898,amu,"-1.76738952,0.27420904,-0.87933166"
f_a,0.0104560883045531,,Fractional abundance of this isotopologue
